,Name,Rating,Number of Ratings,Longitude,Latitude,neighborhood,restaurant,meal_takeaway,meal_delivery,cafe,food,bakery,Weighted Rating
780,فندق ميرا,3.7,1336.0,46.69398469999999,24.7012777,حي حطين,1,0,0,0,1,0,4943.2
781,مركز ماي كار لصيانة السيارات الاوروبية,3.5,2755.0,46.5764369,24.85175139999999,حي حطين,1,0,0,0,1,0,9642.5
782,Luthan Hotel and Spa,4.0,423.0,46.6417087,24.7066487,حي حطين,1,0,0,0,1,0,1692.0
783,Dining Hall,3.0,27.0,46.6196551,24.7209893,حي حطين,1,0,0,0,1,0,81.0
784,Sushi Yoshi,4.0,1721.0,46.7061255,24.7048211,حي حطين,1,0,0,0,1,0,6884.0
785,Najd Village,3.9,11310.0,46.70469529999999,24.7426043,حي حطين,1,0,0,0,1,0,44109.0
786,Wooden Bakery,4.3,10550.0,46.7226815,24.6941192,حي حطين,1,0,0,0,1,1,45365.0
787,Najd Village,3.8,8468.0,46.66923329999999,24.6976883,حي حطين,1,0,0,0,1,0,32178.399999999998
788,KFC,3.7,2198.0,46.737091,24.59506409999999,حي حطين,1,0,0,0,1,0,8132.6
789,McDonald's,3.9,2735.0,46.69138399999999,24.570255,حي حطين,1,0,0,0,1,0,10666.5
790,Domino's Pizza,3.8,589.0,46.6049938,24.692347,حي حطين,1,1,1,0,1,0,2238.2
791,Mama Noura,4.3,23691.0,46.70188479999999,24.6916263,حي حطين,1,0,0,0,1,0,101871.3
792,Burger King - Al Quds,3.6,1707.0,46.740762,24.75733899999999,حي حطين,1,0,0,0,1,0,6145.2
793,Derati Restaurant,3.7,1331.0,46.58854249999999,24.6368753,حي حطين,1,0,0,0,1,0,4924.7
794,Kudu - Al Rayyan,3.8,1803.0,46.7889345,24.7092575,حي حطين,1,1,1,0,1,0,6851.4
795,Dominos,3.8,639.0,46.6240752,24.8105963,حي حطين,1,1,1,0,1,0,2428.2
796,Derati Restaurants & Kitchens,3.8,994.0,46.66901430000001,24.5881775,حي حطين,1,0,0,0,1,0,3777.2
797,Hardee's,3.3,827.0,46.6436339,24.6008518,حي حطين,1,0,0,0,1,0,2729.1
798,KFC,3.5,975.0,46.6441676,24.6004069,حي حطين,1,0,0,0,1,0,3412.5
799,Kudu - Al Malaz,3.9,1944.0,46.72442909999999,24.6663876,حي حطين,1,1,1,0,1,0,7581.599999999999
800,Mama Noura,4.1,11464.0,46.6653609,24.5717473,حي حطين,1,0,0,0,1,0,47002.399999999994
801,قصر الهند,3.8,6168.0,46.75289959999999,24.75744370000001,حي حطين,1,0,0,0,1,0,23438.399999999998
802,Herfy,3.8,1376.0,46.6983362,24.6940569,حي حطين,1,0,0,0,1,0,5228.8
803,Al Jalab Restaurant,4.3,1543.0,46.6870006,24.7337823,حي حطين,1,0,0,0,1,0,6634.9
804,Herfy,3.7,380.0,46.6575254,24.7559561,حي حطين,1,0,0,0,1,0,1406.0
805,Al Nafoura Restaurant,3.3,1007.0,46.6251475,24.5884052,حي حطين,1,0,0,0,1,0,3323.1
806,Al Romansiah,4.1,8499.0,46.81412389999999,24.7587183,حي حطين,1,0,0,0,1,0,34845.899999999994
807,Kudu - Al Seteen Palace,3.9,2399.0,46.7231741,24.6905735,حي حطين,1,1,1,0,1,0,9356.1
808,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.7,649.0,46.6625465,24.7579306,حي حطين,1,0,1,0,1,0,2401.3
809,Diet Center - دايت سنتر,4.1,74.0,46.784153,24.681048,حي حطين,1,0,0,0,1,0,303.4
810,Burger King - Bin Turkey,3.7,681.0,46.619087,24.746228,حي حطين,1,0,0,0,1,0,2519.7000000000003
811,Al Saudi Restaurant,3.9,4618.0,46.70311350000001,24.6957429,حي حطين,1,0,0,0,1,0,18010.2
812,KFC,3.6,1452.0,46.7923858,24.6840264,حي حطين,1,0,0,0,1,0,5227.2
813,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,719.0,46.65586740000001,24.7247857,حي حطين,1,0,1,0,1,0,2804.1
814,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,790.0,46.63085969999999,24.5802744,حي حطين,1,0,1,0,1,0,3081.0
815,Burger King - Exit 28,3.8,1294.0,46.6212052,24.5681274,حي حطين,1,0,0,0,1,0,4917.2
816,TOKYO,4.3,7203.0,46.68670509999999,24.7181459,حي حطين,1,0,0,0,1,0,30972.899999999998
817,KFC,3.6,1311.0,46.713719,24.6382089,حي حطين,1,0,0,0,1,0,4719.6
818,Kudu - Al Wurud,4.0,1024.0,46.6758245,24.7322926,حي حطين,1,1,1,0,1,0,4096.0
819,Sheikh Al-Mandi Restaurant,3.5,2022.0,46.70186499999999,24.693749,حي حطين,1,0,0,0,1,0,7077.0
820,Herfy,3.8,896.0,46.6736126,24.7609124,حي حطين,1,0,0,0,1,0,3404.7999999999997
821,برجر كاسل,4.1,1057.0,46.6345087,24.714561,حي حطين,1,0,0,0,1,0,4333.7
822,Subway,3.7,452.0,46.7834343,24.7289012,حي حطين,1,0,0,0,1,0,1672.4
823,وايت قاردن,4.2,4534.0,46.6836945,24.6943084,حي حطين,1,0,0,0,1,0,19042.8
824,Al Romansiah,4.2,9584.0,46.7069578,24.5620929,حي حطين,1,0,0,0,1,0,40252.8
825,Al Tazaj,3.6,4796.0,46.6443952,24.6002206,حي حطين,1,0,0,0,1,0,17265.600000000002
826,McDonald's,3.7,2042.0,46.640038,24.598766,حي حطين,1,0,0,0,1,0,7555.400000000001
827,Subway,3.8,341.0,46.65607869999999,24.608878,حي حطين,1,0,0,0,1,0,1295.8
828,Herfy,3.5,746.0,46.675,24.6755556,حي حطين,1,0,0,0,1,0,2611.0
829,McDonald's,3.9,3568.0,46.794646,24.713222,حي حطين,1,0,0,0,1,0,13915.199999999999
830,KFC,3.8,1219.0,46.6889225,24.62540690000001,حي حطين,1,0,0,0,1,0,4632.2
831,Fairmont Riyadh,4.7,5105.0,46.7182893,24.8082207,حي حطين,1,0,0,0,1,0,23993.5
832,Burger King - Exit 8 Dammam Rd,3.7,1210.0,46.743149,24.800591,حي حطين,1,0,0,0,1,0,4477.0
833,Herfy,3.6,872.0,46.750084,24.7795459,حي حطين,1,0,0,0,1,0,3139.2000000000003
834,KFC,3.5,1825.0,46.76440969999999,24.7327532,حي حطين,1,0,0,0,1,0,6387.5
835,Al Romansiah Restaurant - Al Nasseem District,4.2,8154.0,46.81462699999999,24.7335149,حي حطين,1,0,0,0,1,0,34246.8
836,KFC,3.8,2246.0,46.6647609,24.7045778,حي حطين,1,0,0,0,1,0,8534.8
837,Burger King - Rawdah,3.7,1370.0,46.76226500000001,24.735643,حي حطين,1,0,0,0,1,0,5069.0
838,Pizza Era,3.9,401.0,46.6423155,24.8200347,حي حطين,1,0,0,0,1,0,1563.8999999999999
839,Al Romansiah,4.2,11683.0,46.63529399999999,24.783657,حي حطين,1,0,0,0,1,0,49068.6
840,فندق ميرا,3.7,1336.0,46.69398469999999,24.7012777,حي الملقا,1,0,0,0,1,0,4943.2
841,مركز ماي كار لصيانة السيارات الاوروبية,3.5,2755.0,46.5764369,24.85175139999999,حي الملقا,1,0,0,0,1,0,9642.5
842,Luthan Hotel and Spa,4.0,423.0,46.6417087,24.7066487,حي الملقا,1,0,0,0,1,0,1692.0
843,Dining Hall,3.0,27.0,46.6196551,24.7209893,حي الملقا,1,0,0,0,1,0,81.0
844,Sushi Yoshi,4.0,1721.0,46.7061255,24.7048211,حي الملقا,1,0,0,0,1,0,6884.0
845,Najd Village,3.9,11310.0,46.70469529999999,24.7426043,حي الملقا,1,0,0,0,1,0,44109.0
846,Wooden Bakery,4.3,10550.0,46.7226815,24.6941192,حي الملقا,1,0,0,0,1,1,45365.0
847,Najd Village,3.8,8468.0,46.66923329999999,24.6976883,حي الملقا,1,0,0,0,1,0,32178.399999999998
848,KFC,3.7,2198.0,46.737091,24.59506409999999,حي الملقا,1,0,0,0,1,0,8132.6
849,McDonald's,3.9,2735.0,46.69138399999999,24.570255,حي الملقا,1,0,0,0,1,0,10666.5
850,Domino's Pizza,3.8,589.0,46.6049938,24.692347,حي الملقا,1,1,1,0,1,0,2238.2
851,Mama Noura,4.3,23691.0,46.70188479999999,24.6916263,حي الملقا,1,0,0,0,1,0,101871.3
852,Burger King - Al Quds,3.6,1707.0,46.740762,24.75733899999999,حي الملقا,1,0,0,0,1,0,6145.2
853,Derati Restaurant,3.7,1331.0,46.58854249999999,24.6368753,حي الملقا,1,0,0,0,1,0,4924.7
854,Kudu - Al Rayyan,3.8,1803.0,46.7889345,24.7092575,حي الملقا,1,1,1,0,1,0,6851.4
855,Dominos,3.8,639.0,46.6240752,24.8105963,حي الملقا,1,1,1,0,1,0,2428.2
856,Derati Restaurants & Kitchens,3.8,994.0,46.66901430000001,24.5881775,حي الملقا,1,0,0,0,1,0,3777.2
857,Hardee's,3.3,827.0,46.6436339,24.6008518,حي الملقا,1,0,0,0,1,0,2729.1
858,KFC,3.5,975.0,46.6441676,24.6004069,حي الملقا,1,0,0,0,1,0,3412.5
859,Kudu - Al Malaz,3.9,1944.0,46.72442909999999,24.6663876,حي الملقا,1,1,1,0,1,0,7581.599999999999
860,قصر الهند,3.8,6168.0,46.75289959999999,24.75744370000001,حي الملقا,1,0,0,0,1,0,23438.399999999998
861,Mama Noura,4.1,11464.0,46.6653609,24.5717473,حي الملقا,1,0,0,0,1,0,47002.399999999994
862,Herfy,3.8,1376.0,46.6983362,24.6940569,حي الملقا,1,0,0,0,1,0,5228.8
863,Al Jalab Restaurant,4.3,1543.0,46.6870006,24.7337823,حي الملقا,1,0,0,0,1,0,6634.9
864,Herfy,3.7,380.0,46.6575254,24.7559561,حي الملقا,1,0,0,0,1,0,1406.0
865,Al Romansiah,4.1,8499.0,46.81412389999999,24.7587183,حي الملقا,1,0,0,0,1,0,34845.899999999994
866,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.7,649.0,46.6625465,24.7579306,حي الملقا,1,0,1,0,1,0,2401.3
867,Kudu - Al Seteen Palace,3.9,2399.0,46.7231741,24.6905735,حي الملقا,1,1,1,0,1,0,9356.1
868,Al Nafoura Restaurant,3.3,1007.0,46.6251475,24.5884052,حي الملقا,1,0,0,0,1,0,3323.1
869,Burger King - Bin Turkey,3.7,681.0,46.619087,24.746228,حي الملقا,1,0,0,0,1,0,2519.7000000000003
870,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,719.0,46.65586740000001,24.7247857,حي الملقا,1,0,1,0,1,0,2804.1
871,Al Saudi Restaurant,3.9,4618.0,46.70311350000001,24.6957429,حي الملقا,1,0,0,0,1,0,18010.2
872,Diet Center - دايت سنتر,4.1,74.0,46.784153,24.681048,حي الملقا,1,0,0,0,1,0,303.4
873,KFC,3.6,1452.0,46.7923858,24.6840264,حي الملقا,1,0,0,0,1,0,5227.2
874,TOKYO,4.3,7203.0,46.68670509999999,24.7181459,حي الملقا,1,0,0,0,1,0,30972.899999999998
875,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,790.0,46.63085969999999,24.5802744,حي الملقا,1,0,1,0,1,0,3081.0
876,Kudu - Al Wurud,4.0,1024.0,46.6758245,24.7322926,حي الملقا,1,1,1,0,1,0,4096.0
877,KFC,3.6,1311.0,46.713719,24.6382089,حي الملقا,1,0,0,0,1,0,4719.6
878,Sheikh Al-Mandi Restaurant,3.5,2022.0,46.70186499999999,24.693749,حي الملقا,1,0,0,0,1,0,7077.0
879,Herfy,3.8,896.0,46.6736126,24.7609124,حي الملقا,1,0,0,0,1,0,3404.7999999999997
880,برجر كاسل,4.1,1057.0,46.6345087,24.714561,حي الملقا,1,0,0,0,1,0,4333.7
881,Burger King - Exit 28,3.8,1294.0,46.6212052,24.5681274,حي الملقا,1,0,0,0,1,0,4917.2
882,Subway,3.7,452.0,46.7834343,24.7289012,حي الملقا,1,0,0,0,1,0,1672.4
883,وايت قاردن,4.2,4534.0,46.6836945,24.6943084,حي الملقا,1,0,0,0,1,0,19042.8
884,Al Tazaj,3.6,4796.0,46.6443952,24.6002206,حي الملقا,1,0,0,0,1,0,17265.600000000002
885,McDonald's,3.7,2042.0,46.640038,24.598766,حي الملقا,1,0,0,0,1,0,7555.400000000001
886,Herfy,3.5,746.0,46.675,24.6755556,حي الملقا,1,0,0,0,1,0,2611.0
887,Fairmont Riyadh,4.7,5105.0,46.7182893,24.8082207,حي الملقا,1,0,0,0,1,0,23993.5
888,Subway,3.8,341.0,46.65607869999999,24.608878,حي الملقا,1,0,0,0,1,0,1295.8
889,Al Romansiah,4.2,9584.0,46.7069578,24.5620929,حي الملقا,1,0,0,0,1,0,40252.8
890,McDonald's,3.9,3568.0,46.794646,24.713222,حي الملقا,1,0,0,0,1,0,13915.199999999999
891,Burger King - Exit 8 Dammam Rd,3.7,1210.0,46.743149,24.800591,حي الملقا,1,0,0,0,1,0,4477.0
892,KFC,3.8,1219.0,46.6889225,24.62540690000001,حي الملقا,1,0,0,0,1,0,4632.2
893,Herfy,3.6,872.0,46.750084,24.7795459,حي الملقا,1,0,0,0,1,0,3139.2000000000003
894,KFC,3.5,1825.0,46.76440969999999,24.7327532,حي الملقا,1,0,0,0,1,0,6387.5
895,KFC,3.8,2246.0,46.6647609,24.7045778,حي الملقا,1,0,0,0,1,0,8534.8
896,Pizza Era,3.9,401.0,46.6423155,24.8200347,حي الملقا,1,0,0,0,1,0,1563.8999999999999
897,Al Romansiah,4.2,11683.0,46.63529399999999,24.783657,حي الملقا,1,0,0,0,1,0,49068.6
898,Burger King - Rawdah,3.7,1370.0,46.76226500000001,24.735643,حي الملقا,1,0,0,0,1,0,5069.0
899,Herfy,3.8,1081.0,46.7975115,24.7809607,حي الملقا,1,0,0,0,1,0,4107.8
966,Wooden Bakery,4.3,10550.0,46.7226815,24.6941192,حي الندى,1,0,0,0,1,1,45365.0
968,KFC,3.7,2198.0,46.737091,24.59506409999999,حي الندى,1,0,0,0,1,0,8132.6
971,Mama Noura,4.3,23691.0,46.70188479999999,24.6916263,حي الندى,1,0,0,0,1,0,101871.3
972,Burger King - Al Quds,3.6,1707.0,46.740762,24.75733899999999,حي الندى,1,0,0,0,1,0,6145.2
974,Kudu - Al Rayyan,3.8,1803.0,46.7889345,24.7092575,حي الندى,1,1,1,0,1,0,6851.4
975,Dominos,3.8,639.0,46.6240752,24.8105963,حي الندى,1,1,1,0,1,0,2428.2
977,Hardee's,3.3,827.0,46.6436339,24.6008518,حي الندى,1,0,0,0,1,0,2729.1
979,Kudu - Al Malaz,3.9,1944.0,46.72442909999999,24.6663876,حي الندى,1,1,1,0,1,0,7581.599999999999
980,قصر الهند,3.8,6168.0,46.75289959999999,24.75744370000001,حي الندى,1,0,0,0,1,0,23438.399999999998
982,Herfy,3.8,1376.0,46.6983362,24.6940569,حي الندى,1,0,0,0,1,0,5228.8
986,Diet Center - دايت سنتر,4.1,74.0,46.784153,24.681048,حي الندى,1,0,0,0,1,0,303.4
991,Al Saudi Restaurant,3.9,4618.0,46.70311350000001,24.6957429,حي الندى,1,0,0,0,1,0,18010.2
994,TOKYO,4.3,7203.0,46.68670509999999,24.7181459,حي الندى,1,0,0,0,1,0,30972.899999999998
998,Sheikh Al-Mandi Restaurant,3.5,2022.0,46.70186499999999,24.693749,حي الندى,1,0,0,0,1,0,7077.0
1000,Subway,3.7,452.0,46.7834343,24.7289012,حي الندى,1,0,0,0,1,0,1672.4
1006,McDonald's,3.7,2043.0,46.640038,24.598766,حي الندى,1,0,0,0,1,0,7559.1
1010,Subway,3.8,341.0,46.65607869999999,24.608878,حي الندى,1,0,0,0,1,0,1295.8
1011,KFC,3.8,1219.0,46.6889225,24.62540690000001,حي الندى,1,0,0,0,1,0,4632.2
1012,Burger King - Exit 8 Dammam Rd,3.7,1210.0,46.743149,24.800591,حي الندى,1,0,0,0,1,0,4477.0
1015,Herfy,3.8,1081.0,46.7975115,24.7809607,حي الندى,1,0,0,0,1,0,4107.8
1016,KFC,3.5,1825.0,46.76440969999999,24.7327532,حي الندى,1,0,0,0,1,0,6387.5
1018,Burger King - Rawdah,3.7,1370.0,46.76226500000001,24.735643,حي الندى,1,0,0,0,1,0,5069.0
1020,فندق ميرا,3.7,1336.0,46.69398469999999,24.7012777,حي الصحافة,1,0,0,0,1,0,4943.2
1021,مركز ماي كار لصيانة السيارات الاوروبية,3.5,2755.0,46.5764369,24.85175139999999,حي الصحافة,1,0,0,0,1,0,9642.5
1022,Luthan Hotel and Spa,4.0,423.0,46.6417087,24.7066487,حي الصحافة,1,0,0,0,1,0,1692.0
1023,Dining Hall,3.0,27.0,46.6196551,24.7209893,حي الصحافة,1,0,0,0,1,0,81.0
1024,Sushi Yoshi,4.0,1721.0,46.7061255,24.7048211,حي الصحافة,1,0,0,0,1,0,6884.0
1025,Najd Village,3.9,11310.0,46.70469529999999,24.7426043,حي الصحافة,1,0,0,0,1,0,44109.0
1026,Wooden Bakery,4.3,10550.0,46.7226815,24.6941192,حي الصحافة,1,0,0,0,1,1,45365.0
1027,Najd Village,3.8,8468.0,46.66923329999999,24.6976883,حي الصحافة,1,0,0,0,1,0,32178.399999999998
1028,KFC,3.7,2198.0,46.737091,24.59506409999999,حي الصحافة,1,0,0,0,1,0,8132.6
1029,McDonald's,3.9,2735.0,46.69138399999999,24.570255,حي الصحافة,1,0,0,0,1,0,10666.5
1030,Domino's Pizza,3.8,589.0,46.6049938,24.692347,حي الصحافة,1,1,1,0,1,0,2238.2
1031,Mama Noura,4.3,23691.0,46.70188479999999,24.6916263,حي الصحافة,1,0,0,0,1,0,101871.3
1032,Burger King - Al Quds,3.6,1707.0,46.740762,24.75733899999999,حي الصحافة,1,0,0,0,1,0,6145.2
1033,Derati Restaurant,3.7,1331.0,46.58854249999999,24.6368753,حي الصحافة,1,0,0,0,1,0,4924.7
1034,Kudu - Al Rayyan,3.8,1803.0,46.7889345,24.7092575,حي الصحافة,1,1,1,0,1,0,6851.4
1035,Dominos,3.8,639.0,46.6240752,24.8105963,حي الصحافة,1,1,1,0,1,0,2428.2
1036,Derati Restaurants & Kitchens,3.8,994.0,46.66901430000001,24.5881775,حي الصحافة,1,0,0,0,1,0,3777.2
1037,Hardee's,3.3,827.0,46.6436339,24.6008518,حي الصحافة,1,0,0,0,1,0,2729.1
1038,KFC,3.5,975.0,46.6441676,24.6004069,حي الصحافة,1,0,0,0,1,0,3412.5
1039,Kudu - Al Malaz,3.9,1944.0,46.72442909999999,24.6663876,حي الصحافة,1,1,1,0,1,0,7581.599999999999
1040,قصر الهند,3.8,6168.0,46.75289959999999,24.75744370000001,حي الصحافة,1,0,0,0,1,0,23438.399999999998
1041,Mama Noura,4.1,11464.0,46.6653609,24.5717473,حي الصحافة,1,0,0,0,1,0,47002.399999999994
1042,Herfy,3.8,1376.0,46.6983362,24.6940569,حي الصحافة,1,0,0,0,1,0,5228.8
1043,Al Jalab Restaurant,4.3,1543.0,46.6870006,24.7337823,حي الصحافة,1,0,0,0,1,0,6634.9
1044,Al Romansiah,4.1,8499.0,46.81412389999999,24.7587183,حي الصحافة,1,0,0,0,1,0,34845.899999999994
1045,Herfy,3.7,380.0,46.6575254,24.7559561,حي الصحافة,1,0,0,0,1,0,1406.0
1046,Kudu - Al Seteen Palace,3.9,2399.0,46.7231741,24.6905735,حي الصحافة,1,1,1,0,1,0,9356.1
1047,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.7,649.0,46.6625465,24.7579306,حي الصحافة,1,0,1,0,1,0,2401.3
1048,Diet Center - دايت سنتر,4.1,74.0,46.784153,24.681048,حي الصحافة,1,0,0,0,1,0,303.4
1049,Al Nafoura Restaurant,3.3,1007.0,46.6251475,24.5884052,حي الصحافة,1,0,0,0,1,0,3323.1
1050,KFC,3.6,1452.0,46.7923858,24.6840264,حي الصحافة,1,0,0,0,1,0,5227.2
1051,Burger King - Bin Turkey,3.7,681.0,46.619087,24.746228,حي الصحافة,1,0,0,0,1,0,2519.7000000000003
1052,Al Saudi Restaurant,3.9,4618.0,46.70311350000001,24.6957429,حي الصحافة,1,0,0,0,1,0,18010.2
1053,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,719.0,46.65586740000001,24.7247857,حي الصحافة,1,0,1,0,1,0,2804.1
1054,TOKYO,4.3,7203.0,46.68670509999999,24.7181459,حي الصحافة,1,0,0,0,1,0,30972.899999999998
1055,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,790.0,46.63085969999999,24.5802744,حي الصحافة,1,0,1,0,1,0,3081.0
1056,KFC,3.6,1311.0,46.713719,24.6382089,حي الصحافة,1,0,0,0,1,0,4719.6
1057,Kudu - Al Wurud,4.0,1024.0,46.6758245,24.7322926,حي الصحافة,1,1,1,0,1,0,4096.0
1058,Sheikh Al-Mandi Restaurant,3.5,2022.0,46.70186499999999,24.693749,حي الصحافة,1,0,0,0,1,0,7077.0
1059,Herfy,3.8,896.0,46.6736126,24.7609124,حي الصحافة,1,0,0,0,1,0,3404.7999999999997
1060,Burger King - Exit 28,3.8,1294.0,46.6212052,24.5681274,حي الصحافة,1,0,0,0,1,0,4917.2
1061,برجر كاسل,4.1,1057.0,46.6345087,24.714561,حي الصحافة,1,0,0,0,1,0,4333.7
1062,Subway,3.7,452.0,46.7834343,24.7289012,حي الصحافة,1,0,0,0,1,0,1672.4
1063,وايت قاردن,4.2,4534.0,46.6836945,24.6943084,حي الصحافة,1,0,0,0,1,0,19042.8
1064,Al Tazaj,3.6,4796.0,46.6443952,24.6002206,حي الصحافة,1,0,0,0,1,0,17265.600000000002
1065,Al Romansiah,4.2,9584.0,46.7069578,24.5620929,حي الصحافة,1,0,0,0,1,0,40252.8
1066,McDonald's,3.7,2043.0,46.640038,24.598766,حي الصحافة,1,0,0,0,1,0,7559.1
1067,McDonald's,3.9,3568.0,46.794646,24.713222,حي الصحافة,1,0,0,0,1,0,13915.199999999999
1068,Subway,3.8,341.0,46.65607869999999,24.608878,حي الصحافة,1,0,0,0,1,0,1295.8
1069,Herfy,3.5,746.0,46.675,24.6755556,حي الصحافة,1,0,0,0,1,0,2611.0
1070,Fairmont Riyadh,4.7,5105.0,46.7182893,24.8082207,حي الصحافة,1,0,0,0,1,0,23993.5
1071,KFC,3.8,1219.0,46.6889225,24.62540690000001,حي الصحافة,1,0,0,0,1,0,4632.2
1072,Burger King - Exit 8 Dammam Rd,3.7,1210.0,46.743149,24.800591,حي الصحافة,1,0,0,0,1,0,4477.0
1073,Al Romansiah Restaurant - Al Nasseem District,4.2,8154.0,46.81462699999999,24.7335149,حي الصحافة,1,0,0,0,1,0,34246.8
1074,Herfy,3.6,872.0,46.750084,24.7795459,حي الصحافة,1,0,0,0,1,0,3139.2000000000003
1075,KFC,3.5,1825.0,46.76440969999999,24.7327532,حي الصحافة,1,0,0,0,1,0,6387.5
1076,Herfy,3.8,1081.0,46.7975115,24.7809607,حي الصحافة,1,0,0,0,1,0,4107.8
1077,Burger King - Rawdah,3.7,1370.0,46.76226500000001,24.735643,حي الصحافة,1,0,0,0,1,0,5069.0
1078,Al Romansiah,4.2,9460.0,46.792399,24.695811,حي الصحافة,1,0,0,0,1,0,39732.0
1079,KFC,3.8,2246.0,46.6647609,24.7045778,حي الصحافة,1,0,0,0,1,0,8534.8
1080,فندق ميرا,3.7,1336.0,46.69398469999999,24.7012777,حي النرجس,1,0,0,0,1,0,4943.2
1081,مركز ماي كار لصيانة السيارات الاوروبية,3.5,2755.0,46.5764369,24.85175139999999,حي النرجس,1,0,0,0,1,0,9642.5
1082,Luthan Hotel and Spa,4.0,423.0,46.6417087,24.7066487,حي النرجس,1,0,0,0,1,0,1692.0
1083,Dining Hall,3.0,27.0,46.6196551,24.7209893,حي النرجس,1,0,0,0,1,0,81.0
1084,Sushi Yoshi,4.0,1721.0,46.7061255,24.7048211,حي النرجس,1,0,0,0,1,0,6884.0
1085,Najd Village,3.9,11310.0,46.70469529999999,24.7426043,حي النرجس,1,0,0,0,1,0,44109.0
1086,Wooden Bakery,4.3,10550.0,46.7226815,24.6941192,حي النرجس,1,0,0,0,1,1,45365.0
1087,Najd Village,3.8,8468.0,46.66923329999999,24.6976883,حي النرجس,1,0,0,0,1,0,32178.399999999998
1088,Domino's Pizza,3.8,589.0,46.6049938,24.692347,حي النرجس,1,1,1,0,1,0,2238.2
1089,KFC,3.7,2198.0,46.737091,24.59506409999999,حي النرجس,1,0,0,0,1,0,8132.6
1090,McDonald's,3.9,2735.0,46.69138399999999,24.570255,حي النرجس,1,0,0,0,1,0,10666.5
1091,Mama Noura,4.3,23691.0,46.70188479999999,24.6916263,حي النرجس,1,0,0,0,1,0,101871.3
1092,Burger King - Al Quds,3.6,1707.0,46.740762,24.75733899999999,حي النرجس,1,0,0,0,1,0,6145.2
1093,Derati Restaurant,3.7,1331.0,46.58854249999999,24.6368753,حي النرجس,1,0,0,0,1,0,4924.7
1094,Kudu - Al Rayyan,3.8,1803.0,46.7889345,24.7092575,حي النرجس,1,1,1,0,1,0,6851.4
1095,Dominos,3.8,639.0,46.6240752,24.8105963,حي النرجس,1,1,1,0,1,0,2428.2
1096,Hardee's,3.3,827.0,46.6436339,24.6008518,حي النرجس,1,0,0,0,1,0,2729.1
1097,KFC,3.5,975.0,46.6441676,24.6004069,حي النرجس,1,0,0,0,1,0,3412.5
1098,Derati Restaurants & Kitchens,3.8,994.0,46.66901430000001,24.5881775,حي النرجس,1,0,0,0,1,0,3777.2
1099,Kudu - Al Malaz,3.9,1944.0,46.72442909999999,24.6663876,حي النرجس,1,1,1,0,1,0,7581.599999999999
1100,قصر الهند,3.8,6168.0,46.75289959999999,24.75744370000001,حي النرجس,1,0,0,0,1,0,23438.399999999998
1101,Herfy,3.8,1376.0,46.6983362,24.6940569,حي النرجس,1,0,0,0,1,0,5228.8
1102,Al Jalab Restaurant,4.3,1543.0,46.6870006,24.7337823,حي النرجس,1,0,0,0,1,0,6634.9
1103,Herfy,3.7,380.0,46.6575254,24.7559561,حي النرجس,1,0,0,0,1,0,1406.0
1104,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.7,649.0,46.6625465,24.7579306,حي النرجس,1,0,1,0,1,0,2401.3
1105,Burger King - Bin Turkey,3.7,681.0,46.619087,24.746228,حي النرجس,1,0,0,0,1,0,2519.7000000000003
1106,Al Romansiah,4.1,8499.0,46.81412389999999,24.7587183,حي النرجس,1,0,0,0,1,0,34845.899999999994
1107,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,719.0,46.65586740000001,24.7247857,حي النرجس,1,0,1,0,1,0,2804.1
1108,Al Saudi Restaurant,3.9,4618.0,46.70311350000001,24.6957429,حي النرجس,1,0,0,0,1,0,18010.2
1109,Kudu - Al Seteen Palace,3.9,2399.0,46.7231741,24.6905735,حي النرجس,1,1,1,0,1,0,9356.1
1110,TOKYO,4.3,7203.0,46.68670509999999,24.7181459,حي النرجس,1,0,0,0,1,0,30972.899999999998
1111,Kudu - Al Wurud,4.0,1024.0,46.6758245,24.7322926,حي النرجس,1,1,1,0,1,0,4096.0
1112,Herfy,3.8,896.0,46.6736126,24.7609124,حي النرجس,1,0,0,0,1,0,3404.7999999999997
1113,برجر كاسل,4.1,1057.0,46.6345087,24.714561,حي النرجس,1,0,0,0,1,0,4333.7
1114,Sheikh Al-Mandi Restaurant,3.5,2022.0,46.70186499999999,24.693749,حي النرجس,1,0,0,0,1,0,7077.0
1115,Subway,3.7,452.0,46.7834343,24.7289012,حي النرجس,1,0,0,0,1,0,1672.4
